event,event_key
زادروز آرکانجلو کورلی، آهنگساز و نوازندهٔ ویولن اهل ایتالیا,زادروز آرکانجلو کورلی، آهنگساز و نوازندهٔ ویولن اهل ایتالیا
درگذشت مسروب ماشتوتس، ابداع‌کننده الفبای زبان ارمنی و بانی ادبیات نوشتاری ارمنی,درگذشت مسروب ماشتوتس، ابداع‌کننده الفبای زبان ارمنی و بانی ادبیات نوشتاری ارمنی
جشن سپندارمذگان و روز عشق,جشن سپندارمذگان و روز عشق
درگذشت رابرت کلمن ریچاردسون، فیزیک‌دان آمریکایی؛ برندهٔ جایزه نوبل فیزیک سال۱۹۹۶.,درگذشت رابرت کلمن ریچاردسون، فیزیک‌دان آمریکایی؛ برندهٔ جایزه نوبل فیزیک سال۱۹۹۶.
زادروز سوانت آرنیوس، شیمیدان سوئدی؛ برندهٔ جایزه نوبل شیمی سال ۱۹۰۳.,زادروز سوانت آرنیوس، شیمیدان سوئدی؛ برندهٔ جایزه نوبل شیمی سال ۱۹۰۳.
زادروز جرج اسموت، کیهان‌شناس و اخترفیزیک‌دان آمریکایی؛ برندهٔ جایزه نوبل فیزیک سال ۲۰۰۶.,زادروز جرج اسموت، کیهان‌شناس و اخترفیزیک‌دان آمریکایی؛ برندهٔ جایزه نوبل فیزیک سال ۲۰۰۶.
درگذشت ماریا ژئوپرت مایر، فیزیک‌دان آمریکایی-آلمانی؛ برندهٔ جایزه نوبل فیزیک سال ۱۹۶۳، دومین زن برندهٔ جایزه نوبل فیزیک در جهان.,درگذشت ماریا ژئوپرت مایر، فیزیک‌دان آمریکایی-آلمانی؛ برندهٔ جایزه نوبل فیزیک سال ۱۹۶۳، دومین زن برندهٔ جایزه نوبل فیزیک در جهان.
روز جهانی زبان مادری,روز جهانی زبان مادری
درگذشت فردریک بانتینگ کاشف انسولین,درگذشت فردریک بانتینگ کاشف انسولین
درگذشت هایک کامرلینگ اونس، فیزیکدان هلندی؛ برندهٔ جایزه نوبل فیزیک سال ۱۹۱۳,درگذشت هایک کامرلینگ اونس، فیزیکدان هلندی؛ برندهٔ جایزه نوبل فیزیک سال ۱۹۱۳
درگذشت میخائیل شولوخف، نویسندهٔ روس؛ برندهٔ جایزه نوبل ادبیات سال۱۹۶۵,درگذشت میخائیل شولوخف، نویسندهٔ روس؛ برندهٔ جایزه نوبل ادبیات سال۱۹۶۵
زادروز فردریک شوپن، نوازنده پیانو و آهنگساز لهستانی.,زادروز فردریک شوپن، نوازنده پیانو و آهنگساز لهستانی.
درگذشت فردینان دو سوسور، زبان‌شناس سوئیسی؛ وی را پدر زبان‌شناسی نوین می‌دانند.,درگذشت فردینان دو سوسور، زبان‌شناس سوئیسی؛ وی را پدر زبان‌شناسی نوین می‌دانند.
درگذشت کارل فریدریش گاوس، ریاضی‌دان برجستهٔ آلمانی.,درگذشت کارل فریدریش گاوس، ریاضی‌دان برجستهٔ آلمانی.
روز بزرگداشت زمین و بانوان,روز بزرگداشت زمین و بانوان
روز بزرگداشت خواجه نصیر الدین طوسی و روز مهندس,روز بزرگداشت خواجه نصیر الدین طوسی و روز مهندس
درگذشت تئودور سودبرگ شیمیدان سوئدی؛ برندهٔ جایزه نوبل شیمی سال ۱۹۲۶,درگذشت تئودور سودبرگ شیمیدان سوئدی؛ برندهٔ جایزه نوبل شیمی سال ۱۹۲۶
درگذشت گلن سیبورگ، شیمیدان آمریکایی؛ برندهٔ جایزه نوبل شیمی سال ۱۹۵۱,درگذشت گلن سیبورگ، شیمیدان آمریکایی؛ برندهٔ جایزه نوبل شیمی سال ۱۹۵۱
سالروز استقلال کانون وکلای دادگستری و روز وکیل مدافع,سالروز استقلال کانون وکلای دادگستری و روز وکیل مدافع
سالروز درگذشت علی اکبر دهخدا,سالروز درگذشت علی اکبر دهخدا
زادروز لینوس پاولینگ، دانشمند، فعال صلح و نویسندهٔ آمریکایی؛ برندهٔ دو جایزه نوبل (شیمی سال ۱۹۵۴ و صلح سال ۱۹۶۲).,زادروز لینوس پاولینگ، دانشمند، فعال صلح و نویسندهٔ آمریکایی؛ برندهٔ دو جایزه نوبل (شیمی سال ۱۹۵۴ و صلح سال ۱۹۶۲).
درگذشت دونالد آرتور گلایزر، فیزیکدان و نورئوبیولوژیست آمریکایی؛ برندهٔ جایزه نوبل فیزیک سال ۱۹۶۰,درگذشت دونالد آرتور گلایزر، فیزیکدان و نورئوبیولوژیست آمریکایی؛ برندهٔ جایزه نوبل فیزیک سال ۱۹۶۰
درگذشت هاوارد کارتر باستان‌شناس و مصرشناس بریتانیایی,درگذشت هاوارد کارتر باستان‌شناس و مصرشناس بریتانیایی
زادروز الکساندر گراهام بل مخترع تلفن,زادروز الکساندر گراهام بل مخترع تلفن
ولادت امام حسن مجتبی علیه السلام,ولادت امام حسن مجتبی علیه السلام
درگذشت دکتر محمد مصدق,درگذشت دکتر محمد مصدق
روز درختکاری,روز درختکاری
زادروز گابریل گارسیا مارکز رمان‌نویس، روزنامه‌نگار، ناشر و فعال سیاسی کلمبیایی، برندهٔ جایزه نوبل ادبیات,زادروز گابریل گارسیا مارکز رمان‌نویس، روزنامه‌نگار، ناشر و فعال سیاسی کلمبیایی، برندهٔ جایزه نوبل ادبیات
شب قدر,شب قدر
درگذشت ادوارد میلز پورسل فیزیکدان آمریکایی برندهٔ جایزه نوبل فیزیک سال ۱۹۵۲,درگذشت ادوارد میلز پورسل فیزیکدان آمریکایی برندهٔ جایزه نوبل فیزیک سال ۱۹۵۲
ضربت خوردن حضرت علی علیه السلام,ضربت خوردن حضرت علی علیه السلام
روزجهانی زنان,روزجهانی زنان
زادروز یوری گاگارین، نخستین فضانورد جهان,زادروز یوری گاگارین، نخستین فضانورد جهان
شهادت حضرت علی علیه السلام,شهادت حضرت علی علیه السلام
شب قدر,شب قدر
درگذشت الکساندر فلمینگ کاشف پنی‌سیلین، برندهٔ جایزه نوبل پزشکی سال ۱۹۴۵,درگذشت الکساندر فلمینگ کاشف پنی‌سیلین، برندهٔ جایزه نوبل پزشکی سال ۱۹۴۵
زادروز منصور نریمان نوازندهٔ بربط، آهنگساز، ردیف‌دان، پژوهشگر موسیقی سنتی ایران و پدر عود ایران,زادروز منصور نریمان نوازندهٔ بربط، آهنگساز، ردیف‌دان، پژوهشگر موسیقی سنتی ایران و پدر عود ایران
زادروز فرهاد فخرالدینی موسیقیدان، رهبر ارکستر ملی ایران,زادروز فرهاد فخرالدینی موسیقیدان، رهبر ارکستر ملی ایران
درگذشت ویلیام هنری براگ فیزیک‌دان و شیمی‌دان بریتانیایی، برندهٔ جایزه نوبل فیزیک در سال ۱۹۱۵,درگذشت ویلیام هنری براگ فیزیک‌دان و شیمی‌دان بریتانیایی، برندهٔ جایزه نوبل فیزیک در سال ۱۹۱۵
تولد آلبرت انیشتین,تولد آلبرت انیشتین
درگذشت ویلیام آلفرد فاولر اخترفیزیک‌دان آمریکایی، برندهٔ جایزه نوبل فیزیک سال ۱۹۸۳,درگذشت ویلیام آلفرد فاولر اخترفیزیک‌دان آمریکایی، برندهٔ جایزه نوبل فیزیک سال ۱۹۸۳
درگذشت علی تجویدی، نوازندهٔ ویولن و سه‌تار و آهنگساز ایرانی,درگذشت علی تجویدی، نوازندهٔ ویولن و سه‌تار و آهنگساز ایرانی
پایان سرایش شاهنامه,پایان سرایش شاهنامه
زادروز ریچارد استالمن، یک آمریکایی طرفدار آزادی نرم‌افزار و برنامه‌نویس کامپیوتر، بنیانگذار بنیاد نرم‌افزارهای آزاد,زادروز ریچارد استالمن، یک آمریکایی طرفدار آزادی نرم‌افزار و برنامه‌نویس کامپیوتر، بنیانگذار بنیاد نرم‌افزارهای آزاد
درگذشت سلما لاگرلوف نویسنده سوئدی، اولین زن برندهٔ جایزه نوبل ادبیات,درگذشت سلما لاگرلوف نویسنده سوئدی، اولین زن برندهٔ جایزه نوبل ادبیات
زادروز پروین اعتصامی شاعر ایرانی,زادروز پروین اعتصامی شاعر ایرانی
درگذشت ایرن ژولیو-کوری فیزیک‌دان و شیمی‌دان فرانسوی، کاشف رادیواکتیویتهٔ مصنوعی، برندهٔ جایزه نوبل شیمی سال ۱۹۲۵,درگذشت ایرن ژولیو-کوری فیزیک‌دان و شیمی‌دان فرانسوی، کاشف رادیواکتیویتهٔ مصنوعی، برندهٔ جایزه نوبل شیمی سال ۱۹۲۵
فضانورد روس، آلکسی لئونوف در لباس فضایی از سفینه فضایی وسخود ۲ خارج شد و به عنوان اولین انسانی که به فضا گام نهاد، نام خود را در تاریخ ثبت کرد.,فضانورد روس، آلکسی لئونوف در لباس فضایی از سفینه فضایی وسخود ۲ خارج شد و به عنوان اولین انسانی که به فضا گام نهاد، نام خود را در تاریخ ثبت کرد.
درگذشت اریش فروم روانکاو و فیلسوف اجتماعی آمریکایی آلمانی تبار، از مارکسیست‌های سرشناس مکتب فرانکفورت و از برجسته‌ترین نمایندگان مکتب روانشناسی اومانیستی,درگذشت اریش فروم روانکاو و فیلسوف اجتماعی آمریکایی آلمانی تبار، از مارکسیست‌های سرشناس مکتب فرانکفورت و از برجسته‌ترین نمایندگان مکتب روانشناسی اومانیستی
